date,forecast,lower_bound,upper_bound,is_forecast,historical_end
2024-03-25,3.6816015861600855,2.368467893578961,4.914527693806469,False,False
2024-03-26,4.330930152535134,2.9339204759446784,5.703573095880358,False,True
2024-03-27,3.560575330341068,2.2153105873147316,4.835984212889917,True,False
2024-03-28,3.955301399354471,2.564795283305522,5.243251221238792,True,False
2024-03-29,3.685884041979609,2.3087479162906352,4.934772690762285,True,False
2024-03-30,7.177887681195168,5.8477775297881855,8.47594517327938,True,False
2024-03-31,6.671468810002857,5.362869813745148,7.8838646607387,True,False
2024-04-01,3.7169404424736254,2.345627585348274,5.053685870080695,True,False
2024-04-02,4.372444838930262,3.033935577810655,5.737844324491201,True,False
2024-04-03,3.5946590084432213,2.395267979873998,4.947053586528996,True,False
2024-04-04,3.9931118946347306,2.595356059019912,5.27587596176333,True,False
2024-04-05,3.7210710036745698,2.424311583714775,5.134481074740093,True,False
2024-04-06,7.246317420070362,5.92266274031701,8.497412570138259,True,False
2024-04-07,6.734984148130875,5.307984729933103,8.024395549909228,True,False
2024-04-08,3.7522792987784346,2.370488022151609,5.051329909914438,True,False
2024-04-09,4.413959525326028,3.1076128872376945,5.784166288821161,True,False
2024-04-10,3.6287426865422137,2.1897721977289977,4.956215072511595,True,False
2024-04-11,4.030922389915003,2.6434258359249556,5.325560807935632,True,False
2024-04-12,3.7562579653695813,2.428577167599676,5.042902925849593,True,False
2024-04-13,7.31474715894088,5.976108086182717,8.6884065393703,True,False
2024-04-14,6.798499486263292,5.441147532567201,8.147751393708537,True,False
2024-04-15,3.787618155091969,2.4252736187615347,5.132066193131067,True,False
2024-04-16,4.455474211721818,3.021353171135632,5.797013120366074,True,False
2024-04-17,3.6628263646426595,2.3258177952069405,4.898187897073008,True,False
2024-04-18,4.068732885193742,2.6644132108333314,5.342225835733815,True,False
2024-04-19,3.79144492705414,2.4236427833101644,5.16062628886972,True,False
2024-04-20,7.383176897811405,6.139976174139934,8.702512132043317,True,False
2024-04-21,6.862014824396483,5.473363733022366,8.187235974344151,True,False
2024-04-22,3.822957011405543,2.470146032913834,5.170179068024596,True,False
2024-04-23,4.496988898114736,3.302538575210846,5.811022516228391,True,False
2024-04-24,3.6969100427423647,2.408310176981251,4.904085818617193,True,False
2024-04-25,4.106543380476953,2.7257314517248132,5.344990465549876,True,False
2024-04-26,3.826631888745594,2.527777758550355,5.0469236850274655,True,False
2024-04-27,7.451606636681935,6.103743821744342,8.829622850962627,True,False
2024-04-28,6.925530162519358,5.665574941143717,8.210040320495663,True,False
2024-04-29,3.858295867717712,2.6243328040137968,5.147164978550276,True,False
2024-04-30,4.538503584506982,3.203313890466096,5.781185239793896,True,False
2024-05-01,3.730993720842062,2.4465457624301457,5.190120733085336,True,False
2024-05-02,4.144353875754128,2.793129073138589,5.565687646689294,True,False
2024-05-03,3.8618188504442186,2.5551131844367125,5.1111267594334375,True,False
2024-05-04,7.520036375557372,6.249949640499814,8.796080125648365,True,False
2024-05-05,6.989045500647375,5.709631348701265,8.262766242641565,True,False
2024-05-06,3.8936347240313487,2.602763976432219,5.150029214482015,True,False
2024-05-07,4.580018270899835,3.3699188671572973,5.837929511817135,True,False
2024-05-08,3.765077398941749,2.3886642346598888,5.143484553044662,True,False
2024-05-09,4.182164371034433,2.800024713934738,5.456945143939969,True,False
2024-05-10,3.8970058121357076,2.5926689805793166,5.305651396901534,True,False
2024-05-11,7.5884661144200365,6.308230211543717,8.873208421053862,True,False
2024-05-12,7.05256083877538,5.70933512876695,8.424886061323372,True,False
2024-05-13,3.928973580335842,2.641297509370976,5.25984655007108,True,False
2024-05-14,4.621532957298611,3.2207614341607473,6.008599076192556,True,False
2024-05-15,3.799161077042193,2.4125825354606816,5.073696696984199,True,False
2024-05-16,4.219974866314555,2.9516458025355474,5.540298548530693,True,False
2024-05-17,3.932192773827182,2.586232603316242,5.205350772562595,True,False
2024-05-18,7.656895853295549,6.271773764779325,8.977074386469209,True,False
2024-05-19,7.116076176903378,5.786868466328576,8.420213583105351,True,False
2024-05-20,3.9643124366494735,2.660458584756468,5.184386331509867,True,False
2024-05-21,4.663047643691459,3.388540774646454,6.005934396025205,True,False
2024-05-22,3.8332447551437028,2.495377511966552,5.109497979670078,True,False
2024-05-23,4.257785361594884,2.894435223143372,5.509115200504055,True,False
2024-05-24,3.967379735526023,2.6833609622279644,5.213982227533098,True,False
2024-05-25,7.725325592161083,6.357602523558153,8.970301367431516,True,False
2024-05-26,7.179591515041409,5.82637811779444,8.487073350712462,True,False
2024-05-27,3.999651292966323,2.6470006326094375,5.334640789029412,True,False
2024-05-28,4.704562330084278,3.467093582839517,6.039478199335884,True,False
2024-05-29,3.8673284332441655,2.6440967509820776,5.164013463571433,True,False
2024-05-30,4.295595856873594,3.059501579803109,5.546114213803286,True,False
2024-05-31,4.002566697217533,2.6702906606665766,5.349251308541662,True,False
2024-06-01,7.793755331036696,6.408831720181596,9.042598175982441,True,False
2024-06-02,7.243106853169474,5.949876851698266,8.623980316689428,True,False
2024-06-03,4.03499014928006,2.68193443388956,5.378495678344886,True,False
2024-06-04,4.746077016483179,3.3892880501004377,6.0668346769604,True,False
2024-06-05,3.901412111343061,2.614641733875158,5.24202709466864,True,False
2024-06-06,4.333406352152288,2.9008151831161797,5.677446399049641,True,False
2024-06-07,4.0377536589015985,2.733561469669077,5.301123967055654,True,False
2024-06-08,7.862185069912404,6.553242431215632,9.272075277895294,True,False
2024-06-09,7.306622191292042,5.900617435078404,8.602641721725808,True,False
2024-06-10,4.0703290055890795,2.8181902426603718,5.269023983501445,True,False
2024-06-11,4.787591702875993,3.5946697944682504,6.048367889376426,True,False
2024-06-12,3.935495789444609,2.6054378466357115,5.307891067732394,True,False
2024-06-13,4.371216847430965,3.0220801269526065,5.5923726312365645,True,False
2024-06-14,4.072940620593013,2.684808161171311,5.4363439301610486,True,False
2024-06-15,7.9306148087778645,6.614338096293094,9.245320053909987,True,False
2024-06-16,7.37013752942557,6.093845785926236,8.72026631461413,True,False
2024-06-17,4.105667861898055,2.8190814273504614,5.4970750734791425,True,False
2024-06-18,4.829106389268092,3.569685943170003,6.145447724845529,True,False
2024-06-19,3.969579467544282,2.609317520046083,5.2435101249439136,True,False
2024-06-20,4.4090273427113,3.197870652767305,5.737664212996446,True,False
2024-06-21,4.108127582288235,2.8760803410092843,5.409838762089338,True,False
2024-06-22,7.999044547653674,6.637144377717979,9.313798089910081,True,False
2024-06-23,7.433652867558423,6.157812871459424,8.774500626645596,True,False
2024-06-24,4.141006718206986,2.853537278968352,5.431989644484661,True,False
2024-06-25,4.870621075660841,3.5965262558203293,6.176369329865344,True,False
2024-06-26,4.003663145644752,2.625511220136322,5.488400813235034,True,False
2024-06-27,4.446837837988272,3.126338526068166,5.889936332581307,True,False
2024-06-28,4.1433145439835055,2.776128624435329,5.450315877927959,True,False
2024-06-29,8.067474286510633,6.751733324946918,9.334677662690943,True,False
2024-06-30,7.497168205686486,6.111929955985043,8.765027431174186,True,False
2024-07-01,4.176345574520754,2.8608980717474792,5.427459699972773,True,False
2024-07-02,4.912135762056723,3.6641204496142383,6.220579232273127,True,False
2024-07-03,4.037746823745227,2.7121750457261924,5.333452739120989,True,False
2024-07-04,4.4846483332718,3.193261342255304,5.7733313407407545,True,False
